Symbol,returns,volatility
EDELWEISS,-1.705462659853525,1.4181660529808031
EICHERMOT,-1.8713333916983963,1.9845466913505028
EIDPARRY,0.8334910626416717,0.29092875699893295
EIHOTEL,-1.0577656771985526,0.040218967647045044
ELGIEQUIP,0.11361794094592129,0.8375848525919501
EMAMILTD,-0.3807828725037793,-0.4862654275684557
ENDURANCE,-0.2793701977078917,-0.5325856547171973
ENGINERSIN,-1.6162762798283343,-0.6737131391058067
EQUITAS,-0.41569379352531977,1.358291369279556
ERIS,-0.709191284059284,-0.9136697698973993
ESABINDIA,1.4627237162653512,0.35150374757315916
ESCORTS,0.9421497984433892,0.12439850246731847
EXIDEIND,-1.4390525975179176,-1.1992536146178676
FACT,1.8579851645242467,1.9823084396375201
FCONSUMER,-3.0529581835266013,1.458982853385857
FDC,0.1627260114861986,-0.4666299614365017
FEDERALBNK,-0.41108358861570016,0.04481145341493756
FINCABLES,-0.5127213550457532,-0.49194583162736333
FINEORG,1.1863243652686606,-0.3015376449466493
FINPIPE,-1.2749590376458528,1.5699655866464801
FLFL,-3.544064237900638,0.9385410909228791
FMGOETZE,-1.7362617878100761,0.045514097362553206
FORTIS,0.29381862714507395,-0.9427419427254679
FRETAIL,-3.8538223931885582,1.2718112119956864
FSL,1.4145599008951975,0.5827472919202632
GAEL,-0.3901979438942916,1.1555856367955513
GAIL,-1.7683547652977152,0.45284495955873866
GALAXYSURF,0.7373774720528355,-0.8966656878501108
GARFIBRES,0.8797543158473564,-0.5051519971500776
GEPIL,-2.5092572347990156,-0.20417053432951393
GESHIP,-0.5755526574801341,-0.0897647106324486
GET&D,-1.8244328637280234,0.5856086989999619
GICRE,-1.413127068356689,0.363344860040722
GILLETTE,-1.2179270040749923,-2.320704855763821
GLAXO,-0.7596295788764653,-1.6333388839895957
GLENMARK,-1.0754843318766723,0.15487554107572898
GMMPFAUDLR,1.7751710192936656,0.45566850028337863
GMRINFRA,0.9028260454831785,-0.049381326789243805
GNFC,-0.014660215481941031,0.35018730295724937
GODFRYPHLP,-0.2361285796343151,-0.2265874792931327
GODREJAGRO,-0.6492966945408748,-1.0502265436514946
GODREJCP,-0.5940905432104026,-1.0273174775830245
GODREJIND,-0.5808448204152271,-1.1954501963144475
GODREJPROP,1.0302491165271328,0.43125620305823054
GPPL,-0.7278912396969927,-0.5143221249943483
GRANULES,1.3735870792316007,0.2168108140204224
GRAPHITE,-0.8768114089809049,1.4895742894164452
GRASIM,0.4684228221966591,-0.6024486248000355
GREAVESCOT,0.4260278614947933,0.5530311733453448
GREENLAM,0.5333947982010927,-0.2543752720306316
GRINDWELL,1.1845926930517625,-0.8349063329257697
GRSE,1.0391068972905597,0.47135024724092633
GSFC,-0.4142215356624271,-0.09216264101288389
GSPL,0.1349491526487715,-0.8119330194267296
GUJALKALI,-0.1325492602576332,0.3564817203199612
GUJGASLTD,0.5101439843599379,1.4721282832214957
GULFOILLUB,-1.6339818542754745,-1.0077624673738241
HAL,0.28246876886191946,-0.4177314367766545
HATHWAY,-0.45452258116867217,2.1691431314075182
HATSUN,0.1765904260464483,-0.25495123288444543
HAVELLS,0.1007797743836372,-0.9627677514380458
HCLTECH,-0.25894334655585716,-0.11985677163058761
HDFC,-0.35448711855957943,-0.8402088520821587
HDFCAMC,-0.13637295311752862,-0.9251256927878425
HDFCBANK,-1.062063236206495,-0.19713882418469808
HDFCLIFE,0.013012121365375528,-0.971314041367298
HEG,-1.468867257742778,1.849868722663372
HEIDELBERG,-0.10825627362005004,-0.8555219508529556
HEROMOTOCO,-0.9336752834651583,-0.8890392304712456
HFCL,1.824422021891851,1.4277412649053918
HGINFRA,1.1847175139212702,0.8683927863831001
HINDALCO,0.6943174855234537,0.09706576891297083
HINDCOPPER,1.1326807468402882,1.4789073192084523
HINDPETRO,-0.294909133470114,-0.2802094867883405
HINDUNILVR,-0.48056783094512245,-1.7542284766872775
HINDZINC,-0.47427778608790516,-0.607221683503034
HONAUT,0.35521843044157814,-0.7164040944964454
HSCL,-1.6403834054234212,1.0340965288707227
HUDCO,-0.6391815675649362,0.07824928898301411
IBREALEST,0.7055571956222849,1.9837349380751197
IBULHSGFIN,-1.695632359127354,3.3744195058081927
ICICIBANK,0.5747950041633719,-0.4098891581847596
ICICIGI,-0.013948361736480348,-0.8762457222405975
ICICIPRULI,0.24677241432454472,-0.22156710264375026
ICRA,-0.5179225125272812,-0.9634710686903974
IDBI,-0.6029850208852079,1.4040025311243072
IDEA,-0.5193578610538491,5.734391048931516
IDFC,0.22364721976829574,0.7251388932680777
IDFCFIRSTB,-0.5512090965887069,0.2312424171990615
IEX,0.5682133578632478,1.2071580871838492
IGL,-0.15555320759641705,-0.9655465713894074
IIFL,-0.4809930017830235,2.2432100850742214
INDHOTEL,0.06941022713827517,0.0781718654965573
INDIACEM,0.8608847974477218,0.5197199098723324
INDIAMART,1.647325584484998,0.5260842775100426
INDIANB,-1.0908554571615015,0.8691166425787592
INDIGO,0.15444132803947408,-0.08771216080571034
INDOCO,0.5563092435263322,1.0055992575494694
INDOSTAR,-1.1135973184288241,0.08483253117221333
INDUSINDBK,-1.0932008795646766,1.6755523426808945
INFIBEAM,-0.07285529007301926,1.7188077879029415
INFY,0.7263346986624349,-1.2270326611486997
INGERRAND,0.5205610053192349,-1.0099570486979605
INOXLEISUR,0.30341485319200784,0.16787034369474627
IOB,0.1699451262541181,0.8484980187042214
IOC,-0.8985340496054219,-1.0996442747783095
IPCALAB,-0.02411815987615466,0.19290969164903607
IRCON,-2.81784228156858,2.2193617954938234
ISEC,1.065854578697962,0.23028475948452173
ITC,-1.1753269876823578,-1.3456679189288125
ITDC,-0.03465907340599656,1.3299722110070475
ITI,-0.038909028213651616,0.9709213614932727
JAGRAN,-1.4087693482956567,-0.28258521084729205
JBCHEPHARM,2.0075022910466807,-0.6293500460577472
JCHAC,-0.6039564571238296,-0.434598117941724
JINDALSAW,-0.1390545635848552,0.7187719822297254
JINDALSTEL,1.1424537979080656,1.4529549729314923
JKCEMENT,1.6693195354371013,-0.8240104773157998
JKLAKSHMI,0.2634127875354692,-0.5560267729933889
JKPAPER,0.06768884543564996,0.4400994276274274
JMFINANCIL,-0.868655760016058,0.22678991596296488
JSLHISAR,1.9869088308437461,1.0607897456249837
JSWENERGY,1.396840282993333,-0.2708833759704592
JSWHL,0.48958103528199315,-0.15211462987469165
JSWSTEEL,0.5546867909287444,-0.14472477724088245
JUBLFOOD,0.9091760903184151,-0.43435320586294107
JUSTDIAL,0.7132768665378941,1.4469509678608619
JYOTHYLAB,-1.373554419381487,-1.024641796543011
KAJARIACER,0.8369027428742519,-0.8819766233518569
KALPATPOWR,-0.5795839773657245,-0.30465240037793395
KANSAINER,-0.5020983485736982,-0.9125068577010067
KARURVYSYA,-1.412216570906899,0.25930429321126847
KEC,0.11974703623773723,-0.5123012653416612
KEI,1.2117227631032228,0.3125488161481044
KIOCL,0.31625038724855736,0.956803090980994
KIRLOSENG,-0.8981142499159431,-0.2923082444065893
KNRCON,0.32198270186815015,0.5901441850301246
KOTAKBANK,-0.1137840077700227,-0.9674844693849549
KPRMILL,0.8922353157714122,1.944967883068359
KRBL,-0.4840054505729903,1.4334526007393935
KSB,0.06686773202086663,-0.577399748826501
KSCL,-0.6617940255084359,-0.1846492998572261
KTKBANK,-1.5279735867559767,-0.41071591119728534
L&TFH,-1.5582138808039454,0.4636128467977351
LALPATHLAB,1.165223126584208,-0.5134067636436274
LAOPALA,0.38590850406880856,0.20778348625455767
LAURUSLABS,1.1171452114916045,1.8758330732800725
LAXMIMACH,0.3421479266201456,-0.5092248534440096
LEMONTREE,-0.9996116939628799,0.5089479469715964
LICHSGFIN,-0.885429306230526,0.13084472058746263
LINDEINDIA,1.694677206568663,0.3614286948493146
LT,-0.32204353575770767,-1.1615001667755898
LTI,1.3526065409669474,-0.592867054793585
LTTS,0.9482934889455558,-0.33205351226428353
LUPIN,-0.6252279031600908,-1.0344252804165373
LUXIND,0.44010909933878367,-0.20013044290392776
M&M,-0.445446459660682,-0.5209696013034859
MAHABANK,0.10017164472115835,0.8328144355540014
MAHINDCIE,-0.7942018102690366,0.1981661429347963
MAHLOG,-0.3593074952397381,0.0430426672668948
MAHSCOOTER,-0.4188877248132987,-0.28395739703667794
MAHSEAMLES,-0.5283302021038628,-0.5653425618421308
MANAPPURAM,0.38050882250480644,0.4449521273387997
MARICO,-0.4407870796598486,-1.7781543774554966
MARUTI,-0.46804299730985355,-0.7014613603851243
MASFIN,-0.8176651840892404,-0.08292559745517031
MCDOWELL-N,-0.21433640877187438,-0.9859587492341054
METROPOLIS,0.8904927505036331,-0.28386113212145553
MFSL,0.6992727229333401,0.2295520415956912
MGL,-0.8884108671873728,-0.9048806131334138
MHRIL,-0.5076117130679327,0.16316316397116076
MIDHANI,-0.045921154861595925,0.10881370242642611
MINDACORP,0.11991871315452471,0.9844910488296968
MINDTREE,1.7518078732999496,-0.4495845962635251
MMTC,0.8614481128688037,1.525113940136116
MOIL,-0.6398046727812592,-0.44705188867503814
MOTILALOFS,-0.09394132647517142,0.05808051034404362
MPHASIS,1.070308375617001,-0.6957326115580753
MRF,-0.6823251423994569,-1.4465965751095236
MRPL,-1.30676934799086,0.06857142903346398
MUTHOOTFIN,1.0480898132560847,-0.12016918082285552
NATCOPHARM,-0.33122030944742287,-1.0942390097238497
NATIONALUM,0.31918506057188034,0.37770099388911116
NAUKRI,1.381118007845363,0.1332102520750756
NAVINFLUOR,2.14714925363644,-0.04948234397645884
NAVNETEDUL,-0.8230132407203726,-0.6965878035671716
NBCC,-0.6712654084303317,0.9150993891532022
NCC,-0.4455344952428591,1.54146266935692
NESCO,-0.25660247785679813,-0.6921527445486119
NETWORK18,0.781258478890584,1.051791820318476
NH,1.2681355059004198,-0.3667774870669303
NHPC,-0.5044100239192535,-0.9450280387837893
NIACL,-0.7612940769422869,0.6786872150354757
NIITLTD,2.1651371919840376,0.9699515442199115
NILKAMAL,0.05468352966610857,-0.9055909988700919
NLCINDIA,-0.7116796233292924,-0.5209221937435364
NMDC,0.050277698449378606,0.08565377458675771
NTPC,-0.8205989404203446,-1.100691332838072
OBEROIRLTY,0.567105677678872,0.167668808845249
OFSS,-0.8364194660887055,-1.0718780696795858
OIL,-0.10989886755166395,-0.20898231771647005
OMAXE,-1.9641165242925853,-0.41620329912185433
ONGC,-0.34390986045141186,-0.1324137626694274
ORIENTELEC,0.6429950778879139,-0.36068989801089063
PAGEIND,0.13263719854066094,-0.7745374215365587
PEL,-0.4089832590493255,0.6537806861849872
PERSISTENT,2.362343868848336,-0.6382496377086159
PETRONET,-0.8984847752774033,-1.3759790011304214
PFC,-0.4378328164770898,-0.41697364569920375
PFIZER,-0.1011958698829031,-1.5082201023205064
PGHH,-0.23964182181130037,-1.9065374110201618
PGHL,-0.4166494595622933,-1.3176956407655045
PHOENIXLTD,0.3031714470067648,0.02271406215035849
PIDILITIND,0.43763241349143,-1.5284581440001175
PIIND,0.9210602292080986,-0.7276522867243418
PNB,-1.5668288962307126,0.0020620654901116497
PNBHOUSING,-1.5144791094314465,0.9211873872791738
PNCINFRA,0.532251681270027,0.08383064409932452
POLYCAB,1.4398014490257314,-0.595782609611747
POLYMED,1.6038316764489686,-0.04041760975304925
POWERGRID,-0.6084615252026216,-1.004565313788347
PRESTIGE,0.8114962447346188,0.968667667115653
PRSMJOHNSN,0.248449067147651,0.4208910673233538
PSPPROJECT,0.011603612565848938,-0.6359779978896415
PTC,-0.6122505435692572,-0.48042298627128444
QUESS,-0.4343069345821431,0.2884373527074957
RADICO,0.9552598206176868,-0.12809416684907485
RAIN,0.44991930248345197,1.2191389719414203
RAJESHEXPO,-0.13135936148537955,-0.9633769256572898
RALLIS,-0.10190306364226147,-0.5887989250568623
RAMCOCEM,-0.27258235498826305,-1.078392655749645
RATNAMANI,0.3001118428440931,-1.336728870910634
RAYMOND,-0.6742212665600013,0.20982953168341215
RBLBANK,-2.2775334402068066,1.4950306128999624
RCF,-0.10684652682122438,0.5509336136820285
RECLTD,-0.40895717982878654,-0.38167725345264364
REDINGTON,0.9568771046359937,1.8794525358146963
RELAXO,0.3021488835737311,-0.1636801574435753
RELIANCE,0.46373324755716133,-0.8545111038023173
RESPONIND,0.7068510871574615,0.15689116846056378
RITES,-0.6481328528383957,-0.6173873080329777
RVNL,0.5466621696138955,0.5287736112582826
SAIL,0.562418838241301,0.9950897750111801
SANOFI,-0.5877123718374135,-1.9286734721253533
SBILIFE,0.37092368906733925,-1.1386834000270918
SBIN,0.2824504927885656,-0.3972548485245158
SCHAEFFLER,-0.09784339556400677,-1.5441146501674812
SCHNEIDER,-0.34177866400524315,0.8286099118712021
SCI,1.1006563147076251,0.8937033206560585
SEQUENT,0.9905899933158481,0.8538236042822982
SFL,0.4670399759357482,-1.149954879412623
SHILPAMED,-0.03797720853841576,0.5476595653906647
SHOPERSTOP,-1.14309757790436,0.2886583151136382
SHREECEM,-0.20685413463188615,-1.181651343756788
SHRIRAMCIT,-0.3635087238687166,0.13193324256558686
SIEMENS,0.4638289120876638,-1.1377211031567274
SIS,-1.0119694251302715,0.44278678987457887
SJVN,-0.5085620213180462,-1.3460267066447495
SKFINDIA,0.2711454402227756,-0.9834944325887394
SOBHA,0.584443595112307,0.8280196444709753
SOLARA,1.3966304084069998,0.9796554810056483
SOLARINDS,0.42774364467251347,-1.0520020424592023
SONATSOFTW,0.9145426284417,-0.3304830316425324
SPARC,0.46089295230617544,1.036775017875252
SRF,0.9280766572544223,1.559661655951743
SRTRANSFIN,-0.2487599403892584,1.2453021952997607
STAR,-0.6996214049934187,0.5443993859000004
STARCEMENT,-0.8372608998193583,-0.8127887913368659
SUDARSCHEM,0.19164290024059868,-0.23935826523868722
SUNCLAYLTD,-0.49194445188857244,-0.18795229898924187
SUNDARMFIN,-0.002507931948227879,-0.8986028860227226
SUNDRMFAST,0.022153508068885396,-0.6042388344160915
SUNPHARMA,0.27554702284760546,-1.0532227487863206
SUNTECK,0.12102389012075299,0.35728539389833264
SUNTV,-0.9258643424745745,-0.32135541247832733
SUPPETRO,1.3194344596697585,-0.0868593595821388
SUPRAJIT,0.32470705754122087,0.04112594965990166
SUPREMEIND,0.19398137145933522,-1.0321877046880314
SWANENERGY,0.2681260728049939,0.1762327113379736
SYMPHONY,-0.9186102974144685,-0.5380048239211175
SYNGENE,-0.43751345138850967,-0.08496129021329024
TASTYBITE,-0.030563298201267353,-0.18230718185760153
TATACHEM,0.16009801261881762,0.4857092540813091
TATACOMM,0.8457014681251669,0.002961747117199724
TATAELXSI,2.551578077028461,-0.08031252430475051
TATAINVEST,-0.005678485670511722,-1.320493875751766
TATAMOTORS,1.4409978784383894,1.2501253195040425
TATAPOWER,1.270864008951221,0.043332244543083515
TATASTEEL,0.6066019062984883,-0.003274934197878843
TCI,0.9601055954256944,0.5057418232991112
TCIEXP,1.2197433076163255,0.14389557154920388
TCNSBRANDS,-0.4683091593894444,0.30246344978218115
TCS,0.23405286559333757,-1.5634731530586903
TEAMLEASE,0.04447647183995752,-0.314923151443087
TECHM,0.3847764264305308,-1.0382513829301014
TECHNOE,-0.6569610617706575,-0.1057539813130779
THERMAX,0.22550181591352958,-0.8950081761032762
THYROCARE,0.3635749782378278,0.0533842993659463
TIDEWATER,-0.8038831082184734,1.7372918324850641
TIINDIA,1.8622392812175592,-0.2053100406511084
TIMKEN,1.179801800893571,-0.2597428560058596
TITAN,0.7267115950415581,-0.9553836395283551
TORNTPHARM,-0.11890896725821476,-1.12813587858692
TORNTPOWER,0.3967316495254332,-1.16080338223714
TRENT,1.0438896574368839,-0.17951634255699234
TRIDENT,1.6322492290444501,3.0982985739274556
TRITURBINE,0.6078498638613349,0.9065014965541327
TTKPRESTIG,-1.6316530192591345,2.123687025664076
TV18BRDCST,0.45179764804539024,1.4457841457166405
TVSMOTOR,-0.5523658370156315,-0.5636885798130056
UBL,-0.5160179345763114,-1.3251845192463942
UCOBANK,-1.3169084636985113,0.2360247608942851
UJJIVAN,-1.422036565381022,0.898724736491008
ULTRACEMCO,0.16186788311351058,-1.1163096636925673
UNIONBANK,-1.457622205129832,0.2911174651814837
UPL,-0.46410114073532466,0.08920607424377947
VAIBHAVGBL,-0.12688851897852502,1.8960606601001002
VAKRANGEE,0.026526840305721423,1.6087651977656998
VARROC,-1.3695676964542265,0.6169632266006948
VBL,-0.2986174523987065,0.2500507551140954
VEDL,0.32697872246197424,0.6262173271886432
VENKEYS,-0.2614363353840714,0.8662081658538401
VESUVIUS,-0.8493592854769796,-0.8823325883773137
VGUARD,-0.8569542045686809,-1.2129338197429755
VINATIORGA,-0.09299582867229488,0.3038802755095035
VIPIND,-0.32302891162564495,-0.0017328894936038163
VMART,-0.0167564984371132,-0.1346399328923575
VOLTAS,0.4237600461793954,-1.1224036640337045
VRLLOG,0.11083503779052392,0.10806339673980053
VSTIND,-0.8760089362234144,-1.7046289536370964
VTL,0.5053738205772077,-0.8136338970793919
WELCORP,0.01823504985818683,0.6154166422413676
WELSPUNIND,0.9655148179153906,0.8185769945387453
WHIRLPOOL,-0.2795490432432645,-0.8374437102224932
WIPRO,0.16069416707285028,-0.8960895940701434
WOCKPHARMA,-0.7975789719138069,0.955851064130371
YESBANK,-2.94601610886199,5.022738198884879
ZEEL,-0.7274044393406912,2.394686285277064
ZENSARTECH,0.43103759170068445,0.38412161186765753
ZYDUSWELL,-0.423623781192983,-1.4056285211140591
